Title,Content,Combined_Text,Cluster_Labels,topic,sentiment_score,sentiment_category
"Hindi heartland States will be in focus during Bharat Nyay Yatra ahead of polls
Premium",yatra could focus crucial hindi heartland state uttar pradesh offer congress chance counter bjp narrative around ram mandir,"Hindi heartland States will be in focus during Bharat Nyay Yatra ahead of polls
Premium yatra could focus crucial hindi heartland state uttar pradesh offer congress chance counter bjp narrative around ram mandir",2,Politics,0.25,Positive
Compliance with safety protocols in crowded places can help check COVID-19 spread: experts,test done andhra pradesh since december confirmed positive say state public health family welfare director,Compliance with safety protocols in crowded places can help check COVID-19 spread: experts test done andhra pradesh since december confirmed positive say state public health family welfare director,2,Politics,0.8442,Positive
RSS and affiliated organisations launch door-to-door campaign to distribute invitations for Ayodhya temple consecration,nationwide campaign launched day ahead tamil nadu say r spokesperson,RSS and affiliated organisations launch door-to-door campaign to distribute invitations for Ayodhya temple consecration nationwide campaign launched day ahead tamil nadu say r spokesperson,2,Politics,0.128,Positive
Persons having life interest over property under Will are entitled to holder’s khata and all legal heirs for joint regular khata: Karnataka High Court,person life interest owner property possessory right enjoy property lifetime therefore required treated differently legal heir,Persons having life interest over property under Will are entitled to holder’s khata and all legal heirs for joint regular khata: Karnataka High Court person life interest owner property possessory right enjoy property lifetime therefore required treated differently legal heir,3,Business,0.9062,Positive
Sangita Kalanidhi conferred on Carnatic vocalist Bombay Jayashri Ramnath,sangita kala acharya award given carnatic vocalist palkulangara k ambika devi mridangam exponent k kalidas,Sangita Kalanidhi conferred on Carnatic vocalist Bombay Jayashri Ramnath sangita kala acharya award given carnatic vocalist palkulangara k ambika devi mridangam exponent k kalidas,1,Cultural,0.5423,Positive
Bescom electricity bills to be cheaper by 37 paise per unit in January billing cycle,kerc also approved reduction paisa per unit mescom paisa hescom paisa gescom paisa cesc billing cycle,Bescom electricity bills to be cheaper by 37 paise per unit in January billing cycle kerc also approved reduction paisa per unit mescom paisa hescom paisa gescom paisa cesc billing cycle,3,Business,0.4215,Positive
"Congress, UDF displaying anti-Kerala sentiments like BJP, says CM",addressing navakerala sadas thrikkakara assembly constituency slammed opposition leader turning request state cabinet project united front fighting centre discrimination kerala,"Congress, UDF displaying anti-Kerala sentiments like BJP, says CM addressing navakerala sadas thrikkakara assembly constituency slammed opposition leader turning request state cabinet project united front fighting centre discrimination kerala",2,Politics,0.4215,Positive
Revanth captured people’s anger against BRS effectively: VH,sharmila possible entry ap congress good sign,Revanth captured people’s anger against BRS effectively: VH sharmila possible entry ap congress good sign,2,Politics,0.2732,Positive
Last two days of 2023 saw about 18 lakh ITR filings,total income tax return filed ay fresh record crore,Last two days of 2023 saw about 18 lakh ITR filings total income tax return filed ay fresh record crore,3,Business,0.3182,Positive
"COVID-19: Karnataka reports 165 more JN.1 cases, taking total to 199",district wise break jn case made available official said bengaluru first lot jn case bengaluru,"COVID-19: Karnataka reports 165 more JN.1 cases, taking total to 199 district wise break jn case made available official said bengaluru first lot jn case bengaluru",3,Business,0.4767,Positive
"Penalise those responsible for industrial accidents, says ex-bureaucrat in a letter to Chief Minister M.K. Stalin",promoting industrial unit benefit enormously concession extended state centre rarely consider obligation remain accountable people residing vicinity unit,"Penalise those responsible for industrial accidents, says ex-bureaucrat in a letter to Chief Minister M.K. Stalin promoting industrial unit benefit enormously concession extended state centre rarely consider obligation remain accountable people residing vicinity unit",3,Business,0.6705,Positive
Governor accuses Chief Minister of sponsoring SFI violence against him,sfi warpath chancellor allegedly nominating sangh parivar candidate senate kerala calicut university burned khan effigy sunday,Governor accuses Chief Minister of sponsoring SFI violence against him sfi warpath chancellor allegedly nominating sangh parivar candidate senate kerala calicut university burned khan effigy sunday,1,Cultural,-0.7579,Negative
Government kicks off New Year with fresh electoral bond sales from January 2,th tranche bond issuance electoral bond scheme launched cleanse system political funding scrutinised supreme court,Government kicks off New Year with fresh electoral bond sales from January 2 th tranche bond issuance electoral bond scheme launched cleanse system political funding scrutinised supreme court,3,Business,0.7506,Positive
Prakash Ambedkar hints at entry into Opposition alliance in Maharashtra,ambedkar grandson vanchit bahujan aghadi chief put ball congress court induction india bloc,Prakash Ambedkar hints at entry into Opposition alliance in Maharashtra ambedkar grandson vanchit bahujan aghadi chief put ball congress court induction india bloc,2,Politics,0.0,Neutral
